,album,artist,lyric,song
4109,Everybody (2017),Logic,Unity for everyone that lied to me,Take It Back
4110,Everybody (2017),Logic,Peace on earth what I try to be,Take It Back
4111,Everybody (2017),Logic,I just wanna spread the message of equality,Take It Back
4112,Everybody (2017),Logic,Yes I got to get the gat fo sho,Take It Back
4113,Everybody (2017),Logic,Will I have to get the gat? No no,Take It Back
4114,Everybody (2017),Logic,Yes I got to get the gat fo sho,Take It Back
4115,Everybody (2017),Logic,"But will have to get the gat, get the gat, get the gat?",Take It Back
4116,Everybody (2017),Logic,"Take it back, take it way back",Take It Back
4117,Everybody (2017),Logic,Take it way way back to the first black man,Take It Back
4118,Everybody (2017),Logic,Long ago before the white man could paint the black man with a gun in his hand,Take It Back
4119,Everybody (2017),Logic,"Take it back, take it way back",Take It Back
4120,Everybody (2017),Logic,Take it way way back to the first white man,Take It Back
4121,Everybody (2017),Logic,At the very moment when they looked around and said fuck it I'ma steal this land,Take It Back
4122,Everybody (2017),Logic,"Take it back, take it way back",Take It Back
4123,Everybody (2017),Logic,Take it way way back to the first black man,Take It Back
4124,Everybody (2017),Logic,Long ago before the white man could paint the black man with a gun in his hand,Take It Back
4125,Everybody (2017),Logic,"Take it back, take it way back",Take It Back
4126,Everybody (2017),Logic,Take it way way back to the first white man,Take It Back
4127,Everybody (2017),Logic,At the very moment when they looked around and said fuck it I'ma steal this land,Take It Back
4128,Everybody (2017),Logic,"Take it back, take it way back, take it way way back to about 1990",Take It Back
4129,Everybody (2017),Logic,"Shady Grove Hospital in Rockville, Maryland",Take It Back
4130,Everybody (2017),Logic,7:36am. Where a biracial baby was born,Take It Back
4131,Everybody (2017),Logic,To a black father and a white mother,Take It Back
4132,Everybody (2017),Logic,"Father that wasn't there, addicted to crack cocaine, Alcohol, and various other drugs",Take It Back
4133,Everybody (2017),Logic,Same as his mom,Take It Back
4134,Everybody (2017),Logic,"Way, way back",Take It Back
4135,Everybody (2017),Logic,"So I'm gonna tell you about that, I'm gonna tell you about how",Take It Back
4136,Everybody (2017),Logic,All this young boy ever wanted was Happiness,Take It Back
4137,Everybody (2017),Logic,All he ever wanted was positivity,Take It Back
4138,Everybody (2017),Logic,All he ever wanted to do was entertain,Take It Back
4139,Everybody (2017),Logic,And this boy went through hell,Take It Back
4140,Everybody (2017),Logic,"You gotta understand, his mother was racist",Take It Back
4141,Everybody (2017),Logic,Which is crazy,Take It Back
4142,Everybody (2017),Logic,Because how in the fuck is you gonna have all these black babies with black men But you racist,Take It Back
4143,Everybody (2017),Logic,"Like bitch, that don't make no sense",Take It Back
4144,Everybody (2017),Logic,But it is what it is,Take It Back
4145,Everybody (2017),Logic,"You know, he grew up, her callin him a nigga",Take It Back
4146,Everybody (2017),Logic,The kids at school callin him a cracker,Take It Back
4147,Everybody (2017),Logic,"Identifying as black, looking as white",Take It Back
4148,Everybody (2017),Logic,Being told what you can or can't be,Take It Back
4149,Everybody (2017),Logic,This kid went through everything,Take It Back
4150,Everybody (2017),Logic,He went through...,Take It Back
4151,Everybody (2017),Logic,He saw narcotics in the household,Take It Back
4152,Everybody (2017),Logic,"He saw violence, murderers, drug dealers",Take It Back
4153,Everybody (2017),Logic,"He was kidnapped, there was crazy shit that happened to this kid",Take It Back
4154,Everybody (2017),Logic,And he persevered while the whole world said,Take It Back
4155,Everybody (2017),Logic,What they said?,Take It Back
4156,Everybody (2017),Logic,Said you wouldn't be shit!,Take It Back
4157,Everybody (2017),Logic,"You ain't gon be nothin', nothin', nothin', nothin'",Take It Back
4158,Everybody (2017),Logic,"And I, and he, he said fuck that, I'ma persevere",Take It Back
4159,Everybody (2017),Logic,"And that's why the message is always peace, love and positivity",Take It Back
4160,Everybody (2017),Logic,"And see, he always saw things from two sides",Take It Back
4161,Everybody (2017),Logic,He always saw things from two sides,Take It Back
4162,Everybody (2017),Logic,He always knew that the message,Take It Back
4163,Everybody (2017),Logic,"Everybody, was born equal",Take It Back
4164,Everybody (2017),Logic,"Regardless of race, religion, color, creed, and sexual orientation",Take It Back
4165,Everybody (2017),Logic,He knew that because he saw that,Take It Back
4166,Everybody (2017),Logic,Because he was stripped and torn down by his black brothers and sisters,Take It Back
4167,Everybody (2017),Logic,That were uneducated and that did not know,Take It Back
4168,Everybody (2017),Logic,And he was stripped and he was torn down by his white side that did not know,Take It Back
4169,Everybody (2017),Logic,"These people that are ignorant, that cannot see the bigger picture",Take It Back
4170,Everybody (2017),Logic,"That must fight, and kill, and murder each other",Take It Back
4171,Everybody (2017),Logic,"But once again, all he ever wanted to do",Take It Back
4172,Everybody (2017),Logic,Was spread a message,Take It Back
4173,Everybody (2017),Logic,"Of equality, for every man, woman, and child",Take It Back
4174,Everybody (2017),Logic,"Regardless of race, religion, color, creed, and sexual orientation",Take It Back
4175,Everybody (2017),Logic,Now imagine this child growing up,Take It Back
4176,Everybody (2017),Logic,And seeing the craziest shit,Take It Back
4177,Everybody (2017),Logic,Being a part of the craziest shit,Take It Back
4178,Everybody (2017),Logic,Running around with the wrong people,Take It Back
4179,Everybody (2017),Logic,Running around with guns and knives and fighting and stealing and,Take It Back
4180,Everybody (2017),Logic,"All this, because he didn't know, he didn't know!",Take It Back
4181,Everybody (2017),Logic,But he knew deep down in his heart that it wasn't right,Take It Back
4182,Everybody (2017),Logic,And he knew that he needed to get away from it,Take It Back
4183,Everybody (2017),Logic,"Now I want you to also imagine, that at 17 years old",Take It Back
4184,Everybody (2017),Logic,"This child, okay, leaves home and gets two jobs to support himself",Take It Back
4185,Everybody (2017),Logic,Two jobs that he works in the morning and the evenings,Take It Back
4186,Everybody (2017),Logic,And then he would then come home to about 8 or 9 hours of sleep,Take It Back
4187,Everybody (2017),Logic,"But spend 4, 5, 6 hours of that working on music, persevering",Take It Back
4188,Everybody (2017),Logic,Grabbing the remote control and looking in the mirror,Take It Back
4189,Everybody (2017),Logic,And pretending to see thousands and thousands and thousands of people,Take It Back
4190,Everybody (2017),Logic,Just chanting his name,Take It Back
4191,Everybody (2017),Logic,Hoping that it would happen,Take It Back
4192,Everybody (2017),Logic,"But the, but the, but the world said No!",Take It Back
4193,Everybody (2017),Logic,"Mothafucka, little mothafucka no no, no no, no no, no no",Take It Back
4194,Everybody (2017),Logic,"Ya nigga, ya cracka, ya white boy, ya black mothafucka",Take It Back
4195,Everybody (2017),Logic,No no!,Take It Back
4196,Everybody (2017),Logic,And he said fuck that,Take It Back
4197,Everybody (2017),Logic,"He said peace, love, and positivity",Take It Back
4198,Everybody (2017),Logic,He said equality for all man,Take It Back
4199,Everybody (2017),Logic,"Regardless of race, religion, color, creed, and sexual orientation",Take It Back
4200,Everybody (2017),Logic,Yeah,Take It Back
4201,Everybody (2017),Logic,Now I also want you to imagine people telling him that he did not live this life,Take It Back
4202,Everybody (2017),Logic,"""You just a white boy."" ""You ain't never experienced that shit.""",Take It Back
4203,Everybody (2017),Logic,"""You from Gaithersburg, Maryland. Nothing happens there.""",Take It Back
4204,Everybody (2017),Logic,"""Oh no, no, we no, we weren't there, we didn't live with you, in your Section 8 household. We didn't live with the narcotics and violence in your household. We just saw it from the outside, outside, outside, outside."" ""And since you white, you gotta have money, right?""",Take It Back
4205,Everybody (2017),Logic,"And this young man persevered in spite of what people told him he was, wasn't, and would",Take It Back
4206,Everybody (2017),Logic,Never be,Take It Back
4207,Everybody (2017),Logic,"And that man is here today, proud",Take It Back
4208,Everybody (2017),Logic,A lover of all human beings,Take It Back
4209,Everybody (2017),Logic,"Regardless of race, religion, color, creed, and sexual orientation",Take It Back
4210,Everybody (2017),Logic,"Yeah, yeah",Take It Back
4211,Everybody (2017),Logic,And he's here to say:,Take It Back
4212,Everybody (2017),Logic,Even though we're all born and created equal,Take It Back
4213,Everybody (2017),Logic,We are not treated equally,Take It Back
4214,Everybody (2017),Logic,There's extremists on every side,Take It Back
4215,Everybody (2017),Logic,And you should just do your best to live life and let other people believe whatever they wanna believe,Take It Back
4216,Everybody (2017),Logic,As long as they're not hurtin' anybody,Take It Back
4217,Everybody (2017),Logic,You can believe they're going to hell,Take It Back
4218,Everybody (2017),Logic,You can believe it's not right,Take It Back
4219,Everybody (2017),Logic,"You can believe you're superior, fine",Take It Back
4220,Everybody (2017),Logic,Just stop killing each other,Take It Back
4221,Everybody (2017),Logic,I want what I want how I want when I want it,Confess
4222,Everybody (2017),Logic,"I'ma keep it a hunnid, I'm blunted",Confess
4223,Everybody (2017),Logic,"I don't give a damn, I don't give a fuck about another man",Confess
4224,Everybody (2017),Logic,Fuck a brother man,Confess
4225,Everybody (2017),Logic,I'ma make it make it rain like no other man,Confess
4226,Everybody (2017),Logic,Old girl shoulda shoulda got a better man,Confess
4227,Everybody (2017),Logic,"Ass fat, lookin good in my letterman",Confess
4228,Everybody (2017),Logic,In the hood I'm a better man,Confess
4229,Everybody (2017),Logic,"Wish a mothafucka would, would",Confess
4230,Everybody (2017),Logic,Whole life I been up to no good,Confess
4231,Everybody (2017),Logic,Change it all if I could,Confess
4232,Everybody (2017),Logic,Rearrange my heart to beat good but I can't,Confess
4233,Everybody (2017),Logic,I'm a sinner not a saint,Confess
4234,Everybody (2017),Logic,"Layers to my life, no I can't",Confess
4235,Everybody (2017),Logic,Cover it up with paint,Confess
4236,Everybody (2017),Logic,"Keep on livin, livin",Confess
4237,Everybody (2017),Logic,Livin on money and women,Confess
4238,Everybody (2017),Logic,As soon as I'm in em I'm out,Confess
4239,Everybody (2017),Logic,Now the truth never come out my mouth,Confess
4240,Everybody (2017),Logic,"Speak life when I come in her mouth, like",Confess
4241,Everybody (2017),Logic,"I'm a dirty mothafucka, a waste of life",Confess
4242,Everybody (2017),Logic,A waste of skin,Confess
4243,Everybody (2017),Logic,"Wanna repent, don't know where to begin",Confess
4244,Everybody (2017),Logic,Next of kin don't give a damn bout me,Confess
4245,Everybody (2017),Logic,I know God don't give a damn bout me,Confess
4246,Everybody (2017),Logic,People try but don't know bout me,Confess
4247,Everybody (2017),Logic,But the devil said that he want my soul,Confess
4248,Everybody (2017),Logic,Give it to me right now,Confess
4249,Everybody (2017),Logic,Give it to me right now,Confess
4250,Everybody (2017),Logic,Give it to me right now,Confess
4251,Everybody (2017),Logic,Give it to me right now,Confess
4252,Everybody (2017),Logic,"Somebody save me, I need you to save me",Confess
4253,Everybody (2017),Logic,To wash away my sins on high,Confess
4254,Everybody (2017),Logic,I'd rather be a different man in another world,Confess
4255,Everybody (2017),Logic,Than work for the man in my universe,Confess
4256,Everybody (2017),Logic,"Wonder what it feel like, to take flight",Confess
4257,Everybody (2017),Logic,Momma told me everything gon be alright,Confess
4258,Everybody (2017),Logic,I mean my life can't be off right,Confess
4259,Everybody (2017),Logic,But come to think about it everybody runnin the world seem to be all white,Confess
4260,Everybody (2017),Logic,Can you mothafuckas see alright?,Confess
4261,Everybody (2017),Logic,"I mean I need it, I want it, I gotta have it",Confess
4262,Everybody (2017),Logic,Every day tragic,Confess
4263,Everybody (2017),Logic,If you're from where I'm from everyday ain't magic,Confess
4264,Everybody (2017),Logic,On this I know,Confess
4265,Everybody (2017),Logic,"I been telling everybody I'ma give it a go, I know",Confess
4266,Everybody (2017),Logic,"I been there before, feel it in my soul, oh I know!",Confess
4267,Everybody (2017),Logic,"Love it or hate it, I made it",Confess
4268,Everybody (2017),Logic,"I did it, I lived it",Confess
4269,Everybody (2017),Logic,While the whole world lookin at the boy like whoa!,Confess
4270,Everybody (2017),Logic,Baptized in a ocean of Hennessey,Confess
4271,Everybody (2017),Logic,Really wonder what the remedy,Confess
4272,Everybody (2017),Logic,"Tell me, how the world gon remember me?",Confess
4273,Everybody (2017),Logic,Got me feelin like the enemy,Confess
4274,Everybody (2017),Logic,Like I ain't got no energy,Confess
4275,Everybody (2017),Logic,I been lookin for an entity,Confess
4276,Everybody (2017),Logic,"Feelin like I need to chill, like I need a new amenity",Confess
4277,Everybody (2017),Logic,Fuck all that,Confess
4278,Everybody (2017),Logic,"I'm a dirty mothafucka, a waste of life",Confess
4279,Everybody (2017),Logic,A waste of skin,Confess
4280,Everybody (2017),Logic,"Wanna repent, don't know where to begin",Confess
4281,Everybody (2017),Logic,Next of kin don't give a damn bout me,Confess
4282,Everybody (2017),Logic,I know God don't give a damn bout me,Confess
4283,Everybody (2017),Logic,People try but don't know bout me,Confess
4284,Everybody (2017),Logic,But the devil said that he want my soul,Confess
4285,Everybody (2017),Logic,Give it to me right now,Confess
4286,Everybody (2017),Logic,Give it to me right now,Confess
4287,Everybody (2017),Logic,Give it to me right now,Confess
4288,Everybody (2017),Logic,Give it to me right now,Confess
4289,Everybody (2017),Logic,"Somebody save me, I need you to save me",Confess
4290,Everybody (2017),Logic,To wash away my sins on high,Confess
4291,Everybody (2017),Logic,I know my life was lived the wrong way,Confess
4292,Everybody (2017),Logic,I know I did you wrong in my own way,Confess
4293,Everybody (2017),Logic,But it was the flashing lights that mesmerized,Confess
4294,Everybody (2017),Logic,That hypnotized the only,Confess
4295,Everybody (2017),Logic,Part of me you loved,Confess
4296,Everybody (2017),Logic,Part of me that had the strength to rise above Part of me you know,Confess
4297,Everybody (2017),Logic,Part of me you love more than to let it go,Confess
4298,Everybody (2017),Logic,"We are, we are, we are, we are",Ink Blot
4299,Everybody (2017),Logic,I'm just tryna live my life,Ink Blot
4300,Everybody (2017),Logic,I'm just tryna do what's right,Ink Blot
4301,Everybody (2017),Logic,I'm just tryna gain insight,Ink Blot
4302,Everybody (2017),Logic,I'm not tryna sleep all through the day and get up at night,Ink Blot
4303,Everybody (2017),Logic,I'm tryna do it right,Ink Blot
4304,Everybody (2017),Logic,Can somebody show me the light?,Ink Blot
4305,Everybody (2017),Logic,I'm just tryna live my life,Ink Blot
4306,Everybody (2017),Logic,I'm just tryna do what's right,Ink Blot
4307,Everybody (2017),Logic,I'm just tryna gain insight,Ink Blot
4308,Everybody (2017),Logic,I'm not tryna sleep all through the day and get up at night,Ink Blot
4309,Everybody (2017),Logic,I'm just tryna do it right,Ink Blot
4310,Everybody (2017),Logic,"Can somebody, somebody, somebody, somebody",Ink Blot
4311,Everybody (2017),Logic,Can somebody,Ink Blot
4312,Everybody (2017),Logic,"Somebody, somebody, somebody, somebody",Ink Blot
4313,Everybody (2017),Logic,Can somebody,Ink Blot
4314,Everybody (2017),Logic,"Let's do this shit, that was lit",Ink Blot
4315,Everybody (2017),Logic,"We are, we are, we are, we are",Ink Blot
4316,Everybody (2017),Logic,"We are, we are, we are, we are",Ink Blot
4317,Everybody (2017),Logic,Yeah,Ink Blot
4318,Everybody (2017),Logic,Everybody know the real me,Ink Blot
4319,Everybody (2017),Logic,Something in your mind to feel free,Ink Blot
4320,Everybody (2017),Logic,So hot they all wanna kill me,Ink Blot
4321,Everybody (2017),Logic,Been forever but I'm still me,Ink Blot
4322,Everybody (2017),Logic,"I'ma be real, I'm the man",Ink Blot
4323,Everybody (2017),Logic,I'ma be real I'm the rapper,Ink Blot
4324,Everybody (2017),Logic,I'ma be real I'm that mothafucka makin' millions,Ink Blot
4325,Everybody (2017),Logic,Now I ain't no trapper,Ink Blot
4326,Everybody (2017),Logic,All of this shit is a facade,Ink Blot
4327,Everybody (2017),Logic,All of this shit is a fallacy,Ink Blot
4328,Everybody (2017),Logic,"I ain't me, I'm who you want me to be",Ink Blot
4329,Everybody (2017),Logic,"Uh, uck that",Ink Blot
4330,Everybody (2017),Logic,Grip the 45 and buck back,Ink Blot
4331,Everybody (2017),Logic,"I been chillin' on the tuck back, I been chillin' on the tuck",Ink Blot
4332,Everybody (2017),Logic,"Uh, yeah",Ink Blot
4333,Everybody (2017),Logic,"Yup, I been way back in the cut",Ink Blot
4334,Everybody (2017),Logic,"Homie, I don't give a fuck",Ink Blot
4335,Everybody (2017),Logic,I'ma keep rapping about all of this shit that don't matter and makin' a buck,Ink Blot
4336,Everybody (2017),Logic,"I'ma keep, I'ma keep, uh",Ink Blot
4337,Everybody (2017),Logic,"I'ma keep rapping about all of this shit that don't matter and makin' a buck, listen up",Ink Blot
4338,Everybody (2017),Logic,I'ma keep rapping about all of this shit that don't matter and makin' a buck,Ink Blot
4339,Everybody (2017),Logic,"So...here we go, here we go...",Hallelujah
4340,Everybody (2017),Logic,Am I ready? Are you ready? Are they ready? Are we ready?,Hallelujah
4341,Everybody (2017),Logic,"I don't know, I don't know",Hallelujah
4342,Everybody (2017),Logic,What do I know?,Hallelujah
4343,Everybody (2017),Logic,I know,Hallelujah
4344,Everybody (2017),Logic,You need to,Hallelujah
4345,Everybody (2017),Logic,Open your mind,Hallelujah
4346,Everybody (2017),Logic,I'm like hallelujah!,Hallelujah
4347,Everybody (2017),Logic,"Praise God, almighty, the most high, alpha and omega in the sky",Hallelujah
4348,Everybody (2017),Logic,I'm like hallelujah!,Hallelujah
4349,Everybody (2017),Logic,"Praise God, almighty, the most high, alpha and omega in the sky",Hallelujah
4350,Everybody (2017),Logic,Made in the image of God,Hallelujah
4351,Everybody (2017),Logic,With a blunt in my mouth and a bitch on the side,Hallelujah
4352,Everybody (2017),Logic,"Hold up, wait a minute my life need a massage",Hallelujah
4353,Everybody (2017),Logic,Happy ending with a money menage,Hallelujah
4354,Everybody (2017),Logic,"Me, dirt broke, that's a money mirage",Hallelujah
4355,Everybody (2017),Logic,Runnin my city like I'm the Wizard of Oz,Hallelujah
4356,Everybody (2017),Logic,Everybody wanna know what I devise,Hallelujah
4357,Everybody (2017),Logic,"Everybody wanna know, yeah",Hallelujah
4358,Everybody (2017),Logic,"Got a new vision, everybody listen",Hallelujah
4359,Everybody (2017),Logic,Fuck around I got a new religion,Hallelujah
4360,Everybody (2017),Logic,"What it is what it isn't, all of that revision",Hallelujah
4361,Everybody (2017),Logic,Get the fuck up out that prison,Hallelujah
4362,Everybody (2017),Logic,It's obvious the body is the cracker,Hallelujah
4363,Everybody (2017),Logic,"The worse it is, what hurts it is, the blacker",Hallelujah
4364,Everybody (2017),Logic,Everybody actin like the brain don't matter,Hallelujah
4365,Everybody (2017),Logic,Mind over matter unless we talkin brain matter,Hallelujah
4366,Everybody (2017),Logic,Actin like you never seen a ass way fatter,Hallelujah
4367,Everybody (2017),Logic,"Bitch way badder, mind in the gutter",Hallelujah
4368,Everybody (2017),Logic,"Food for thought, yeah that's the plan with the butter",Hallelujah
4369,Everybody (2017),Logic,"Talkin shit, ya get hit like what up?",Hallelujah
4370,Everybody (2017),Logic,I just wanna do it but I can't,Hallelujah
4371,Everybody (2017),Logic,World wanna tell me what I ain't,Hallelujah
4372,Everybody (2017),Logic,"Far from a saint, come now just let that boy paint",Hallelujah
4373,Everybody (2017),Logic,Let a mothafucka like this live,Hallelujah
4374,Everybody (2017),Logic,"Yeah, lemme show em what I gotta give",Hallelujah
4375,Everybody (2017),Logic,Let a mothafucka like this live,Hallelujah
4376,Everybody (2017),Logic,"Made in the image of God, can you feel the vibe?",Hallelujah
4377,Everybody (2017),Logic,Mothafucka is you ready to ride? Is you ready to die?,Hallelujah
4378,Everybody (2017),Logic,Like B.I.G. the V.I.P,Hallelujah
4379,Everybody (2017),Logic,"The greatest of all time, I'll be Ali",Hallelujah
4380,Everybody (2017),Logic,"See, I be",Hallelujah
4381,Everybody (2017),Logic,The cost of livin it ain't free,Hallelujah
4382,Everybody (2017),Logic,"See, the tab on me",Hallelujah
4383,Everybody (2017),Logic,Feelin' like the man got tabs on me,Hallelujah
4384,Everybody (2017),Logic,Wonder if I only had rags on me,Hallelujah
4385,Everybody (2017),Logic,"Would ya love me, want me?",Hallelujah
4386,Everybody (2017),Logic,"Here with this, I know",Hallelujah
4387,Everybody (2017),Logic,Funny thing is I don't even know,Hallelujah
4388,Everybody (2017),Logic,All I get to have and all I have to give is what my God will give,Hallelujah
4389,Everybody (2017),Logic,"Yeah, lemme show em what I gotta give",Hallelujah
4390,Everybody (2017),Logic,Let a mothafucka like this live,Hallelujah
4391,Everybody (2017),Logic,"Like, like",Hallelujah
4392,Everybody (2017),Logic,I'm like hallelujah!,Hallelujah
4393,Everybody (2017),Logic,"Praise God, almighty, the most high, alpha and omega in the sky",Hallelujah
4394,Everybody (2017),Logic,I'm like hallelujah!,Hallelujah
4395,Everybody (2017),Logic,"Praise God, almighty, the most high, alpha and omega in the sky",Hallelujah
4396,Everybody (2017),Logic,I'm like,Hallelujah
4397,Everybody (2017),Logic,"Hold up wait a minute, know my mind been goin like whoaa ay",Hallelujah
4398,Everybody (2017),Logic,"I been thinkin, prayin, hopin, dreamin it won't go away",Hallelujah
4399,Everybody (2017),Logic,"I know my mind alright, I know ayy",Hallelujah
4400,Everybody (2017),Logic,"I know my mind alright, do you know a way?",Hallelujah
4401,Everybody (2017),Logic,Your way,Hallelujah
4402,Everybody (2017),Logic,Do it your way,Hallelujah
4403,Everybody (2017),Logic,Do it your way,Hallelujah
4404,Everybody (2017),Logic,Do it your way,Hallelujah
4405,Everybody (2017),Logic,This is beyond the flesh,Hallelujah
4406,Everybody (2017),Logic,This is beyond the flesh,Hallelujah
4407,Everybody (2017),Logic,This is from the soul,Hallelujah
4408,Everybody (2017),Logic,And for the soul,Hallelujah
4409,Everybody (2017),Logic,This is for all my brothers and sisters,Hallelujah
4410,Everybody (2017),Logic,For all my children,Hallelujah
4411,Everybody (2017),Logic,This is for every race,Hallelujah
4412,Everybody (2017),Logic,"This is for every color, every creed",Hallelujah
4413,Everybody (2017),Logic,Music does not discriminate,Hallelujah
4414,Everybody (2017),Logic,Music is made to assimilate,Hallelujah
4415,Everybody (2017),Logic,"Black is beautiful, black is beautiful",Hallelujah
4416,Everybody (2017),Logic,And so are you,Hallelujah
4417,Everybody (2017),Logic,"Strollin down the highway, I'm strollin",Hallelujah
4418,Everybody (2017),Logic,And I was strollin down the highway,Hallelujah
4419,Everybody (2017),Logic,"Strollin, strollin",Hallelujah
4420,Everybody (2017),Logic,With my mind ablaze,Hallelujah
4421,Everybody (2017),Logic,Strollin down the highway,Hallelujah
4422,Everybody (2017),Logic,For days and days,Hallelujah
4423,Everybody (2017),Logic,Strollin down the highway,Hallelujah
4424,Everybody (2017),Logic,With my mind ablaze,Hallelujah
4425,Everybody (2017),Logic,For days and days,Hallelujah
4426,Everybody (2017),Logic,Hello?,Hallelujah
4427,Everybody (2017),Logic,"I know, I know, I'm supposed to been home, I'm coming Just, I'm on my way home, every time",Hallelujah
4428,Everybody (2017),Logic,"I'm on my way there right now, ok?",Hallelujah
4429,Everybody (2017),Logic,Oh shit!,Hallelujah
4430,Everybody (2017),Logic,"Life, what's it all about?",Hallelujah
4431,Everybody (2017),Logic,"What? Wait, where am I?",Hallelujah
4432,Everybody (2017),Logic,The space between spaces,Hallelujah
4433,Everybody (2017),Logic,Beyond time and existential intelligence,Hallelujah
4434,Everybody (2017),Logic,"Forget, fuck all the hippy shit, where am I?",Hallelujah
4435,Everybody (2017),Logic,What's the last thing you remember Atom?,Hallelujah
4436,Everybody (2017),Logic,"I was in the store, I bought some smokes, I came outside, the phone rang, I...",Hallelujah
4437,Everybody (2017),Logic,How do you know my name?!,Hallelujah
4438,Everybody (2017),Logic,You were walking home from work when you died,Hallelujah
4439,Everybody (2017),Logic,Died? Dead? I'm dead? I'm dead?!,Hallelujah
4440,Everybody (2017),Logic,"It wasn't an act of courage or bravery, but it was your time",Hallelujah
4441,Everybody (2017),Logic,What do you mean it's my time? What? I got...,Hallelujah
4442,Everybody (2017),Logic,What about Vanessa? What about the baby?,Hallelujah
4443,Everybody (2017),Logic,"Your wife? And son? You see, that's what I like to hear",Hallelujah
4444,Everybody (2017),Logic,You find out you're dead and the first thing you worry about is others,Hallelujah
4445,Everybody (2017),Logic,"Man, answer me, what about my family? What's going on with Vanessa?",Hallelujah
4446,Everybody (2017),Logic,"They're doing just fine. You see, your wife was cheating on you",Hallelujah
4447,Everybody (2017),Logic,"Wait, wait, the bitch did what?!",Hallelujah
4448,Everybody (2017),Logic,And even though she loved you dearly,Hallelujah
4449,Everybody (2017),Logic,She was a bit relieved you would never find out,Hallelujah
4450,Everybody (2017),Logic,"Wait, what the fuck you mean she cheated on me?",Hallelujah
4451,Everybody (2017),Logic,How you gon tell me I'm dead then gon tell me my wife cheated on me?!,Hallelujah
4452,Everybody (2017),Logic,Atom. None of that matters now,Hallelujah
4453,Everybody (2017),Logic,Walk with me,Hallelujah
4454,Everybody (2017),Logic,"Wait, what is this? Is this...Is this heaven?",Hallelujah
4455,Everybody (2017),Logic,No,Hallelujah
4456,Everybody (2017),Logic,"Well, I don't see no pitchforks, little red people runnin around, it ain't too hot up in here so I guess this ain't hell either",Hallelujah
4457,Everybody (2017),Logic,"I think the easiest way to describe it, this white void, is to look upon it as a waiting room So...are you God?",Hallelujah
4458,Everybody (2017),Logic,"Yes, I'm God",Hallelujah
4459,Everybody (2017),Logic,"Jesus, Black Jesus",Black SpiderMan
4460,Everybody (2017),Logic,"Jesus, Black Jesus",Black SpiderMan
4461,Everybody (2017),Logic,I been feeling so down,Black SpiderMan
4462,Everybody (2017),Logic,I think they should know now,Black SpiderMan
4463,Everybody (2017),Logic,I think they should know what's up,Black SpiderMan
4464,Everybody (2017),Logic,That's that road I been down,Black SpiderMan
4465,Everybody (2017),Logic,I know how it go down,Black SpiderMan
4466,Everybody (2017),Logic,"I know how it go now, what's up",Black SpiderMan
4467,Everybody (2017),Logic,I feel like I don't belong,Black SpiderMan
4468,Everybody (2017),Logic,I feel like my life is wrong,Black SpiderMan
4469,Everybody (2017),Logic,I feel like I don't know what's up,Black SpiderMan
4470,Everybody (2017),Logic,"What's up, what's up",Black SpiderMan
4471,Everybody (2017),Logic,"Yeah, yeah",Black SpiderMan
4472,Everybody (2017),Logic,Ay,Black SpiderMan
4473,Everybody (2017),Logic,I ain't here to pick and choose,Black SpiderMan
4474,Everybody (2017),Logic,I ain't here to sing the blues,Black SpiderMan
4475,Everybody (2017),Logic,I'm just here to spread the clues,Black SpiderMan
4476,Everybody (2017),Logic,I'm just here to spread the news,Black SpiderMan
4477,Everybody (2017),Logic,Everybody know I do,Black SpiderMan
4478,Everybody (2017),Logic,Listen,Black SpiderMan
4479,Everybody (2017),Logic,I ain't ashamed to be white,Black SpiderMan
4480,Everybody (2017),Logic,I ain't ashamed to be Black,Black SpiderMan
4481,Everybody (2017),Logic,I ain't ashamed of my beautiful Mexican wife as a matter of fact,Black SpiderMan
4482,Everybody (2017),Logic,I know you fucking with that,Black SpiderMan
4483,Everybody (2017),Logic,And I'm not scared of the people who tell me I should be,Black SpiderMan
4484,Everybody (2017),Logic,Do what you love and don't ever wonder what it could be,Black SpiderMan
4485,Everybody (2017),Logic,"Everybody from my hood, everybody know I'm good",Black SpiderMan
4486,Everybody (2017),Logic,Sometimes I'm misunderstood,Black SpiderMan
4487,Everybody (2017),Logic,But that's just the uneducated that never related and feel like I'm fading off,Black SpiderMan
4488,Everybody (2017),Logic,They feel like I'm fading,Black SpiderMan
4489,Everybody (2017),Logic,I'm right out my mind,Black SpiderMan
4490,Everybody (2017),Logic,Tell 'em,Black SpiderMan
4491,Everybody (2017),Logic,Momma don't love me,Black SpiderMan
4492,Everybody (2017),Logic,Daddy don't love me,Black SpiderMan
4493,Everybody (2017),Logic,Wonder why I drown in the bubbly,Black SpiderMan
4494,Everybody (2017),Logic,You could be anything you wanna be,Black SpiderMan
4495,Everybody (2017),Logic,'Cept the person you don't wanna be,Black SpiderMan
4496,Everybody (2017),Logic,Let him hate let 'em love,Black SpiderMan
4497,Everybody (2017),Logic,Wondering if everybody still like this up above,Black SpiderMan
4498,Everybody (2017),Logic,When that push come to shove,Black SpiderMan
4499,Everybody (2017),Logic,"Make me wanna pull up with the, with the gat in the glove like",Black SpiderMan
4500,Everybody (2017),Logic,I just wanna be free,Black SpiderMan
4501,Everybody (2017),Logic,Not a slave to the stereotype,Black SpiderMan
